('d209cd2a83a2b133.jpg', [0.0001, 0.001, 0.0001, 0.7981, 0.0012, 0.0001, 0.0001, 0.1225, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.075, 0.0013, 0.0001, 0.0001])
('ed1b0ba756983ce5.jpg', [0.0001, 0.0003, 0.0001, 0.0019, 0.0007, 0.0001, 0.0001, 0.0023, 0.0001, 0.0, 0.0001, 0.0, 0.0, 0.9915, 0.0028, 0.0, 0.0001])
('e95ea9c9899352fe.jpg', [0.0001, 0.0021, 0.0001, 0.1153, 0.0055, 0.0001, 0.0001, 0.7796, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0433, 0.0532, 0.0001, 0.0001])
('098f7da78695260d.jpg', [0.0, 0.0001, 0.0, 0.0003, 0.0004, 0.0, 0.0, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.9984, 0.0, 0.0])
('964510dfd4bbc1d9.jpg', [0.0, 0.0005, 0.0, 0.4774, 0.0025, 0.0, 0.0, 0.4884, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0022, 0.0286, 0.0, 0.0])
('78124e7bb5666488.jpg', [0.0001, 0.0009, 0.0001, 0.2612, 0.0019, 0.0001, 0.0001, 0.672, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0564, 0.0065, 0.0001, 0.0001])
('02f79963274b3c41.jpg', [0.0001, 0.0005, 0.0001, 0.023, 0.0016, 0.0001, 0.0001, 0.0042, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.9536, 0.016, 0.0001, 0.0001])
('9f1fbe30b7c7703c.jpg', [0.0, 0.0003, 0.0001, 0.0034, 0.0006, 0.0, 0.0001, 0.0019, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.9894, 0.004, 0.0, 0.0])
('f394c1986a58d9a6.jpg', [0.0, 0.0001, 0.0, 0.0002, 0.9991, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0, 0.0])
('3d1536cadc542512.jpg', [0.0001, 0.0059, 0.0001, 0.3433, 0.1458, 0.0001, 0.0001, 0.5, 0.0001, 0.0001, 0.0001, 0.0001, 0.0002, 0.0011, 0.0024, 0.0001, 0.0001])
('23c8dd42cd28c09b.jpg', [0.0, 0.0001, 0.0, 0.0041, 0.0003, 0.0, 0.0, 0.995, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0001, 0.0, 0.0])
('d93b649e566deb01.jpg', [0.0, 0.0002, 0.0, 0.0027, 0.0003, 0.0, 0.0, 0.9964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0001, 0.0, 0.0])
('62cd1174ab6e494b.jpg', [0.0, 0.0017, 0.0, 0.7484, 0.004, 0.0, 0.0, 0.2404, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0016, 0.0035, 0.0, 0.0])
('9f6e2f98eb2bb9b1.jpg', [0.0001, 0.0008, 0.0, 0.1184, 0.0009, 0.0, 0.0001, 0.8493, 0.0, 0.0, 0.0001, 0.0001, 0.0001, 0.0226, 0.0075, 0.0, 0.0])
('56446a21109c601c.jpg', [0.0, 0.0002, 0.0, 0.0009, 0.0004, 0.0, 0.0, 0.0003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9968, 0.001, 0.0, 0.0])
('ec53e7dc44dcad61.jpg', [0.0001, 0.0024, 0.0001, 0.0837, 0.0054, 0.0001, 0.0001, 0.8928, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0027, 0.0123, 0.0001, 0.0001])
('50b0970242f195cf.jpg', [0.0, 0.0004, 0.0, 0.7263, 0.0017, 0.0, 0.0, 0.2568, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0046, 0.0098, 0.0, 0.0])
('5cc21d0d04e858a1.jpg', [0.0, 0.0001, 0.0, 0.0041, 0.0003, 0.0, 0.0, 0.9951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0001, 0.0, 0.0])
('3ade1958dd5f3d5d.jpg', [0.0002, 0.0337, 0.0002, 0.4102, 0.1866, 0.0002, 0.0002, 0.3223, 0.0002, 0.0002, 0.0002, 0.0002, 0.0002, 0.0017, 0.0435, 0.0002, 0.0002])
('4bf62cd7cf0241aa.jpg', [0.0001, 0.0007, 0.0001, 0.0779, 0.8855, 0.0, 0.0001, 0.0234, 0.0001, 0.0, 0.0001, 0.0001, 0.0001, 0.0005, 0.0115, 0.0001, 0.0])
('3cf69d787241e31a.jpg', [0.0001, 0.001, 0.0001, 0.0542, 0.0087, 0.0001, 0.0, 0.8102, 0.0001, 0.0, 0.0001, 0.0001, 0.0001, 0.0007, 0.1247, 0.0001, 0.0])
('8f0beb56c8ab76fd.jpg', [0.0, 0.0002, 0.0, 0.0443, 0.0004, 0.0, 0.0, 0.9532, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001, 0.0007, 0.0, 0.0])
('49d4e98e84de90bc.jpg', [0.0, 0.9949, 0.0001, 0.0011, 0.0012, 0.0001, 0.0001, 0.0016, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0003, 0.0003, 0.0, 0.0])
('9966cae84555e27c.jpg', [0.0, 0.0001, 0.0, 0.0004, 0.0001, 0.0, 0.0, 0.9991, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0])
('d1dfa327ae290c3c.jpg', [0.0001, 0.0006, 0.0001, 0.0134, 0.0013, 0.0001, 0.0001, 0.0049, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.9655, 0.0135, 0.0001, 0.0001])
('9d9cd2deb54a9466.jpg', [0.0002, 0.0012, 0.0002, 0.4563, 0.0018, 0.0002, 0.0002, 0.3752, 0.0002, 0.0002, 0.0002, 0.0002, 0.0002, 0.1448, 0.0188, 0.0001, 0.0002])
('5f9111750ae7275b.jpg', [0.0, 0.0002, 0.0, 0.001, 0.0003, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9963, 0.0013, 0.0, 0.0])
('8c80b22165511aeb.jpg', [0.0, 0.0007, 0.0, 0.254, 0.0019, 0.0, 0.0, 0.7243, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0039, 0.0148, 0.0, 0.0])
('7f59022744f62439.jpg', [0.0, 0.0002, 0.0, 0.0017, 0.0012, 0.0, 0.0, 0.9963, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0002, 0.0, 0.0])
('1774705a2d24365b.jpg', [0.0002, 0.0049, 0.0002, 0.2122, 0.0021, 0.0001, 0.0002, 0.3173, 0.0002, 0.0001, 0.0002, 0.0002, 0.0002, 0.4374, 0.0244, 0.0001, 0.0001])
('1f6d185789637715.jpg', [0.0, 0.0001, 0.0, 0.9941, 0.0009, 0.0, 0.0, 0.0041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0005, 0.0, 0.0])
('9e01858d285f1bad.jpg', [0.0, 0.0001, 0.0, 0.9966, 0.0003, 0.0, 0.0, 0.002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0007, 0.0, 0.0])
('7e5efe6c297ac8d3.jpg', [0.0, 0.0002, 0.0, 0.0015, 0.997, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0004, 0.0, 0.0])
('d78d513938e56725.jpg', [0.0001, 0.0007, 0.0001, 0.0503, 0.9117, 0.0001, 0.0001, 0.0314, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0003, 0.005, 0.0001, 0.0])
('cd67a5dbc3004d5c.jpg', [0.0001, 0.0009, 0.0001, 0.6144, 0.0024, 0.0001, 0.0001, 0.3027, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0085, 0.0703, 0.0001, 0.0001])
('b6b7274ff4438025.jpg', [0.0002, 0.8515, 0.0002, 0.1183, 0.0109, 0.0002, 0.0002, 0.0134, 0.0002, 0.0002, 0.0002, 0.0002, 0.0002, 0.0017, 0.0023, 0.0001, 0.0002])
('6213ffe29d8b0940.jpg', [0.0001, 0.0008, 0.0, 0.3006, 0.0012, 0.0, 0.0, 0.6774, 0.0, 0.0, 0.0001, 0.0, 0.0001, 0.0047, 0.0147, 0.0, 0.0])
('ba3ad8c0225bda7a.jpg', [0.0, 0.0001, 0.0, 0.0005, 0.0001, 0.0, 0.0, 0.9989, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0, 0.0])
('3ab46c76cfc86c61.jpg', [0.0, 0.0001, 0.0, 0.9976, 0.0001, 0.0, 0.0, 0.0017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0003, 0.0, 0.0])
('3eaa24f1b5d2d037.jpg', [0.0, 0.9985, 0.0, 0.0002, 0.0003, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0001, 0.0, 0.0])
('5b84ffb40f4da9ed.jpg', [0.0, 0.0001, 0.0, 0.9889, 0.0004, 0.0, 0.0, 0.0096, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0006, 0.0, 0.0])
('b401d2585e8a710a.jpg', [0.0, 0.0001, 0.0, 0.0003, 0.0001, 0.0, 0.0, 0.0012, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9979, 0.0001, 0.0, 0.0])
('34555085897bf79a.jpg', [0.0, 0.0005, 0.0, 0.2299, 0.001, 0.0, 0.0001, 0.7509, 0.0, 0.0, 0.0001, 0.0001, 0.0001, 0.0071, 0.01, 0.0, 0.0])
('2cbbb185120ce2e0.jpg', [0.0, 0.0002, 0.0, 0.3307, 0.0006, 0.0, 0.0, 0.6649, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008, 0.0025, 0.0, 0.0])
('428b1a6ec86ecbb1.jpg', [0.0001, 0.0004, 0.0, 0.3919, 0.0042, 0.0001, 0.0, 0.5145, 0.0001, 0.0, 0.0001, 0.0001, 0.0001, 0.0007, 0.0877, 0.0, 0.0])
('e8c9f08c8c5e4535.jpg', [0.0, 0.0009, 0.0, 0.143, 0.0014, 0.0, 0.0, 0.8399, 0.0, 0.0, 0.0001, 0.0, 0.0, 0.0106, 0.0038, 0.0, 0.0])
('d4f6bdf07841d463.jpg', [0.0001, 0.0004, 0.0001, 0.0052, 0.0008, 0.0001, 0.0001, 0.0017, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.9825, 0.0086, 0.0001, 0.0001])
('da6788e428c836b9.jpg', [0.0001, 0.0007, 0.0001, 0.006, 0.0034, 0.0001, 0.0001, 0.9792, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0092, 0.0008, 0.0001, 0.0001])
('de7773a15386ece8.jpg', [0.0, 0.0003, 0.0, 0.0897, 0.0007, 0.0, 0.0, 0.9083, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0004, 0.0, 0.0])
('1e70f33017938358.jpg', [0.0001, 0.0044, 0.0, 0.3753, 0.0116, 0.0001, 0.0, 0.6024, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0031, 0.0026, 0.0, 0.0])
('9aee4172c205a1e9.jpg', [0.0001, 0.0016, 0.0001, 0.7088, 0.0035, 0.0001, 0.0001, 0.135, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0813, 0.0688, 0.0001, 0.0001])
('0fd75524dfaeef7e.jpg', [0.0001, 0.0006, 0.0, 0.4797, 0.0016, 0.0, 0.0, 0.4699, 0.0, 0.0, 0.0001, 0.0001, 0.0001, 0.0042, 0.0434, 0.0, 0.0])
('27e57d3590292262.jpg', [0.0, 0.001, 0.0, 0.0737, 0.0111, 0.0001, 0.0, 0.912, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0002, 0.0015, 0.0, 0.0])
('625d68e4c9ef1738.jpg', [0.0, 0.0003, 0.0, 0.9462, 0.0004, 0.0, 0.0, 0.0444, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0077, 0.0007, 0.0, 0.0])
('7dc98b0e98b5c47f.jpg', [0.0, 0.0002, 0.0, 0.0009, 0.0003, 0.0, 0.0, 0.0003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9966, 0.0011, 0.0, 0.0])
('dbf998f0726a1a48.jpg', [0.0, 0.0002, 0.0, 0.0642, 0.0005, 0.0, 0.0, 0.9323, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011, 0.0014, 0.0, 0.0])
('f32e862bb527e02b.jpg', [0.0001, 0.0014, 0.0001, 0.0315, 0.0025, 0.0001, 0.0001, 0.0281, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.9049, 0.0303, 0.0001, 0.0001])
('1a6b433e34bc9a9d.jpg', [0.0, 0.0001, 0.0, 0.0002, 0.0006, 0.0, 0.0, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.9984, 0.0, 0.0])
('5e44c40814124bf4.jpg', [0.0001, 0.0022, 0.0001, 0.1349, 0.0194, 0.0001, 0.0001, 0.8383, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0007, 0.0039, 0.0, 0.0001])
('00c03047e0fbef40.jpg', [0.0, 0.0001, 0.0, 0.9879, 0.0003, 0.0, 0.0, 0.0109, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0005, 0.0, 0.0])
('64ffbc5950c81614.jpg', [0.0, 0.0002, 0.0, 0.0131, 0.0003, 0.0, 0.0, 0.9858, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0002, 0.0, 0.0])
('d0374229f9f21fdc.jpg', [0.0, 0.0002, 0.0, 0.0004, 0.0002, 0.0, 0.0, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9979, 0.0006, 0.0, 0.0])
('d9e45d97f84f36af.jpg', [0.0001, 0.002, 0.0001, 0.4976, 0.0063, 0.0001, 0.0001, 0.1762, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.1635, 0.1531, 0.0001, 0.0001])
('b3ad58f94fd125a4.jpg', [0.0, 0.0004, 0.0, 0.5146, 0.0015, 0.0, 0.0, 0.474, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0037, 0.0055, 0.0, 0.0])
('29b1dacefc551213.jpg', [0.0001, 0.0015, 0.0001, 0.7033, 0.0076, 0.0001, 0.0001, 0.1733, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0844, 0.029, 0.0001, 0.0001])
('53a57c4c5c00eae4.jpg', [0.0, 0.0003, 0.0, 0.012, 0.9617, 0.0, 0.0, 0.0196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0057, 0.0, 0.0])
('97704e39978cd283.jpg', [0.0, 0.0001, 0.0, 0.9986, 0.0002, 0.0, 0.0, 0.0004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0004, 0.0, 0.0])
('74fe64a3a1e6563a.jpg', [0.0, 0.0002, 0.0, 0.0595, 0.0003, 0.0, 0.0, 0.9366, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0024, 0.0005, 0.0, 0.0])
('fa04e014fc886cc7.jpg', [0.0, 0.0001, 0.0, 0.0001, 0.0001, 0.0, 0.0, 0.0002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9993, 0.0, 0.0, 0.0])
('0c62c4ec8d5042a7.jpg', [0.0002, 0.0091, 0.0002, 0.9431, 0.0158, 0.0001, 0.0001, 0.0248, 0.0001, 0.0001, 0.0001, 0.0002, 0.0001, 0.0027, 0.0031, 0.0001, 0.0001])
('708be8eccb7020bc.jpg', [0.0001, 0.0007, 0.0001, 0.635, 0.001, 0.0001, 0.0001, 0.3199, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0401, 0.0027, 0.0001, 0.0001])
('2356c559dbc775ab.jpg', [0.0001, 0.0018, 0.0001, 0.5705, 0.0026, 0.0001, 0.0001, 0.4214, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0023, 0.0007, 0.0, 0.0001])
('d1d7f218b052da69.jpg', [0.0, 0.0005, 0.0, 0.7394, 0.0043, 0.0, 0.0, 0.2234, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007, 0.025, 0.0, 0.0])
('b8a140a83db6e160.jpg', [0.0001, 0.0015, 0.0001, 0.7128, 0.0038, 0.0001, 0.0001, 0.2025, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0398, 0.0389, 0.0001, 0.0001])
('7e4b8e3d50463139.jpg', [0.0, 0.0005, 0.0, 0.1306, 0.0004, 0.0, 0.0, 0.8639, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0013, 0.0029, 0.0, 0.0])
('a05720c76193ddaf.jpg', [0.0001, 0.0007, 0.0001, 0.0793, 0.0071, 0.0001, 0.0001, 0.1251, 0.0001, 0.0, 0.0001, 0.0001, 0.0001, 0.0017, 0.7854, 0.0001, 0.0])
('655eaf5282b82eba.jpg', [0.0001, 0.0005, 0.0001, 0.3738, 0.0015, 0.0, 0.0001, 0.5981, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0151, 0.0103, 0.0, 0.0])
('0da34c2cca958ac1.jpg', [0.0001, 0.0042, 0.0001, 0.5655, 0.0244, 0.0001, 0.0001, 0.2186, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.1094, 0.0769, 0.0001, 0.0001])
('9746625ab2a0ede0.jpg', [0.0001, 0.0003, 0.0001, 0.0038, 0.001, 0.0001, 0.0001, 0.0011, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.9861, 0.007, 0.0001, 0.0001])
('92fe48f58a7cac7c.jpg', [0.0001, 0.0014, 0.0001, 0.6947, 0.1052, 0.0001, 0.0001, 0.1887, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0007, 0.0087, 0.0001, 0.0])
('103000fee9095f1a.jpg', [0.0001, 0.0126, 0.0001, 0.0582, 0.005, 0.0001, 0.0001, 0.9212, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.001, 0.0007, 0.0001, 0.0001])
('39a43deaefe41d9e.jpg', [0.0, 0.0001, 0.0, 0.9986, 0.0002, 0.0, 0.0, 0.0006, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0003, 0.0, 0.0])
('77185721f5a49b01.jpg', [0.0, 0.0001, 0.0, 0.9949, 0.0002, 0.0, 0.0, 0.004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002, 0.0005, 0.0, 0.0])
('d335c9353d16185c.jpg', [0.0, 0.0004, 0.0, 0.2791, 0.0004, 0.0, 0.0, 0.7153, 0.0, 0.0, 0.0001, 0.0001, 0.0, 0.0035, 0.0008, 0.0, 0.0])
('15efe59b41f3ccc7.jpg', [0.0, 0.0001, 0.0, 0.0031, 0.9939, 0.0, 0.0, 0.0011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0001, 0.0014, 0.0, 0.0])
('94c8197411d9bcb6.jpg', [0.0, 0.0001, 0.0, 0.9957, 0.0002, 0.0, 0.0, 0.0028, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0006, 0.0004, 0.0, 0.0])
('709831c64261d2d2.jpg', [0.0, 0.0002, 0.0, 0.5818, 0.0005, 0.0, 0.0, 0.415, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0003, 0.0018, 0.0, 0.0])
('42d2d168fe26852c.jpg', [0.0001, 0.0004, 0.0, 0.7205, 0.0017, 0.0, 0.0, 0.2629, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0031, 0.0108, 0.0, 0.0])
('b9fcc57eb3051305.jpg', [0.0001, 0.001, 0.0, 0.0138, 0.0264, 0.0001, 0.0001, 0.9558, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0003, 0.002, 0.0001, 0.0001])
('06df33e924e78422.jpg', [0.0001, 0.0036, 0.0001, 0.0904, 0.6115, 0.0001, 0.0001, 0.1028, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0033, 0.1877, 0.0001, 0.0001])
('2cab10f1deae738e.jpg', [0.0, 0.0003, 0.0, 0.6118, 0.0028, 0.0, 0.0, 0.3505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007, 0.0335, 0.0, 0.0])
('fdaedda2dc4685a9.jpg', [0.0, 0.0003, 0.0, 0.9577, 0.0013, 0.0, 0.0, 0.0292, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0017, 0.0095, 0.0, 0.0])
('a7109d06ba346161.jpg', [0.0001, 0.0007, 0.0001, 0.5077, 0.0022, 0.0001, 0.0001, 0.4375, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0252, 0.026, 0.0001, 0.0001])
('e51ca35a04a2d670.jpg', [0.0001, 0.007, 0.0001, 0.2691, 0.0153, 0.0001, 0.0001, 0.7035, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0009, 0.0034, 0.0001, 0.0001])
('7bd15aabf3b4a410.jpg', [0.0001, 0.0004, 0.0001, 0.1587, 0.0026, 0.0001, 0.0001, 0.1212, 0.0001, 0.0001, 0.0001, 0.0001, 0.0001, 0.0009, 0.7154, 0.0001, 0.0001])
